;i;j;period;weight
2287;McLachlan, Geoff;De Carvalho, Francisco De Assis Tenhorio;9;1.0
2288;McLachlan, Geoff;Hastie, Trevor;9;4.0
2289;McLachlan, Geoff;Hennig, Christian;9;3.0
2290;McLachlan, Geoff;Lausen, Berthold;9;1.0
2291;McLachlan, Geoff;Leisch, Friedrich;9;3.0
2292;McLachlan, Geoff;Meulman, Jacqueline;9;1.0
2293;McLachlan, Geoff;Murtagh, Fionn;9;1.0
2294;McLachlan, Geoff;Tibshirani, Robert;9;7.0
2295;McLachlan, Geoff;Paula Brito;9;1.0
2296;McLachlan, Geoff;Gilles Celeux;9;7.0
2297;McLachlan, Geoff;Rudolf Kruse;9;1.0
2298;McLachlan, Geoff;Vermunt, Jeroen;9;1.0
2299;McLachlan, Geoff;Wojtek J Krzanowski;9;1.0
2300;McLachlan, Geoff;Adrian Raftery;9;10.0
2301;Meulman, Jacqueline;Groenen, Patrick J.F.;9;2.0
2302;Meulman, Jacqueline;Kiers, Henk;9;1.0
2303;Meulman, Jacqueline;McLachlan, Geoff;9;1.0
2304;Meulman, Jacqueline;Palumbo, Francesco;9;1.0
2305;Meulman, Jacqueline;Renato Coppi;9;1.0
2306;Meulman, Jacqueline;Verde, Rosanna;9;1.0
2307;Meulman, Jacqueline;Vermunt, Jeroen;9;1.0
2308;Meulman, Jacqueline;Adrian Raftery;9;1.0
2309;Mirkin, Boris;Hastie, Trevor;9;1.0
2310;Mirkin, Boris;Hennig, Christian;9;1.0
2311;Mirkin, Boris;Makarenkov, Vladimir;9;3.0
2312;Mirkin, Boris;Steinley, Doug;9;2.0
2313;Mirkin, Boris;Tibshirani, Robert;9;2.0
2314;Mirkin, Boris;Alain Guenoche;9;4.0
2315;Mirkin, Boris;Gilbert Saporta;9;1.0
2316;Murtagh, Fionn;Batagelj, Vladimir;9;2.0
2317;Murtagh, Fionn;Leisch, Friedrich;9;1.0
2318;Murtagh, Fionn;Mirkin, Boris;9;1.0
2319;Murtagh, Fionn;Steinley, Doug;9;2.0
2320;Murtagh, Fionn;Van Mechelen Iven;9;2.0
2321;Murtagh, Fionn;Wolfgang A. Gaul;9;2.0
2322;Murtagh, Fionn;Gilbert Saporta;9;3.0
2323;Palumbo, Francesco;De Carvalho, Francisco De Assis Tenhorio;9;2.0
2324;Palumbo, Francesco;Groenen, Patrick J.F.;9;2.0
2325;Palumbo, Francesco;Hastie, Trevor;9;2.0
2326;Palumbo, Francesco;Hennig, Christian;9;1.0
2327;Palumbo, Francesco;Hruschka, Harald;9;1.0
2328;Palumbo, Francesco;Kiers, Henk;9;2.0
2329;Palumbo, Francesco;Lausen, Berthold;9;1.0
2330;Palumbo, Francesco;Leisch, Friedrich;9;1.0
2331;Palumbo, Francesco;Mirkin, Boris;9;1.0
2332;Palumbo, Francesco;Murtagh, Fionn;9;1.0
2333;Palumbo, Francesco;Steinley, Doug;9;1.0
2334;Palumbo, Francesco;Vichi, Maurizio;9;2.0
2335;Palumbo, Francesco;Gilbert Saporta;9;1.0
2336;Palumbo, Francesco;Edvin Diday;9;1.0
2337;Riani, Marco;Groenen, Patrick J.F.;9;1.0
2338;Riani, Marco;Hastie, Trevor;9;1.0
2339;Riani, Marco;Hennig, Christian;9;1.0
2340;Riani, Marco;Palumbo, Francesco;9;1.0
2341;Riani, Marco;Rocci, Roberto;9;1.0
2342;Riani, Marco;Tibshirani, Robert;9;1.0
2343;Riani, Marco;Rudolf Kruse;9;1.0
2344;Riani, Marco;Vichi, Maurizio;9;1.0
2345;Riani, Marco;Adrian Raftery;9;1.0
2346;Rocci, Roberto;Hennig, Christian;9;1.0
2347;Rocci, Roberto;Kiers, Henk;9;2.0
2348;Rocci, Roberto;Tibshirani, Robert;9;2.0
2349;Rocci, Roberto;Van Mechelen Iven;9;1.0
2350;Rocci, Roberto;Renato Coppi;9;2.0
2351;Steinley, Doug;Batagelj, Vladimir;9;4.0
2352;Steinley, Doug;Ferligoj, Anuska;9;5.0
2353;Steinley, Doug;Groenen, Patrick J.F.;9;3.0
2354;Steinley, Doug;McLachlan, Geoff;9;1.0
2355;Steinley, Doug;Meulman, Jacqueline;9;1.0
2356;Steinley, Doug;Mirkin, Boris;9;1.0
2357;Steinley, Doug;Van Mechelen Iven;9;2.0
2358;Steinley, Doug;Alain Guenoche;9;1.0
2359;Steinley, Doug;Vermunt, Jeroen;9;1.0
2360;Steinley, Doug;Adrian Raftery;9;2.0
2361;Tibshirani, Robert;Bertrand, Patrice;9;1.0
2362;Tibshirani, Robert;Hastie, Trevor;9;2.0
2363;Tibshirani, Robert;Leisch, Friedrich;9;1.0
2364;Tibshirani, Robert;Murtagh, Fionn;9;1.0
2365;Tibshirani, Robert;Paula Brito;9;1.0
2366;Van Mechelen Iven;Geyer-Schulz, Andreas;9;1.0
2367;Van Mechelen Iven;Kiers, Henk;9;5.0
2368;Van Mechelen Iven;Meulman, Jacqueline;9;2.0
2369;Van Mechelen Iven;Mirkin, Boris;9;1.0
2370;Van Mechelen Iven;Palumbo, Francesco;9;1.0
2371;Van Mechelen Iven;Steinley, Doug;9;1.0
2372;Van Mechelen Iven;Vermunt, Jeroen;9;2.0
2373;Van Mechelen Iven;Wolfgang A. Gaul;9;2.0
2374;Van Mechelen Iven;Wojtek J Krzanowski;9;2.0
2375;Paula Brito;Batagelj, Vladimir;9;3.0
2376;Paula Brito;De Carvalho, Francisco De Assis Tenhorio;9;3.0
2377;Paula Brito;Ferligoj, Anuska;9;2.0
2378;Paula Brito;Groenen, Patrick J.F.;9;1.0
2379;Paula Brito;Hastie, Trevor;9;1.0
2380;Paula Brito;Jajuga, Krzysztof;9;2.0
2381;Paula Brito;Kiers, Henk;9;2.0
2382;Paula Brito;McLachlan, Geoff;9;1.0
2383;Paula Brito;Palumbo, Francesco;9;1.0
2384;Paula Brito;Steinley, Doug;9;1.0
2385;Paula Brito;Tibshirani, Robert;9;1.0
2386;Paula Brito;Vichi, Maurizio;9;1.0
2387;Paula Brito;Gilbert Saporta;9;2.0
2388;Gilles Celeux;Hastie, Trevor;9;1.0
2389;Gilles Celeux;Meulman, Jacqueline;9;1.0
2390;Gilles Celeux;Steinley, Doug;9;1.0
2391;Gilles Celeux;Tibshirani, Robert;9;1.0
2392;Gilles Celeux;Vermunt, Jeroen;9;1.0
2393;Renato Coppi;Hastie, Trevor;9;1.0
2394;Renato Coppi;Kiers, Henk;9;1.0
2395;Renato Coppi;Riani, Marco;9;1.0
2396;Renato Coppi;Rocci, Roberto;9;1.0
2397;Renato Coppi;Tibshirani, Robert;9;1.0
2398;Renato Coppi;Verde, Rosanna;9;1.0
2399;Renato Coppi;Vichi, Maurizio;9;1.0
2400;Renato Coppi;Gilbert Saporta;9;2.0
2401;Alain Guenoche;De Carvalho, Francisco De Assis Tenhorio;9;1.0
2402;Alain Guenoche;Groenen, Patrick J.F.;9;1.0
2403;Alain Guenoche;Edvin Diday;9;2.0
2404;Frank Klawonn;Hruschka, Harald;9;1.0
2405;Frank Klawonn;Jajuga, Krzysztof;9;1.0
2406;Frank Klawonn;Kiers, Henk;9;1.0
2407;Frank Klawonn;Mirkin, Boris;9;1.0
2408;Frank Klawonn;Murtagh, Fionn;9;1.0
2409;Frank Klawonn;Paula Brito;9;1.0
2410;Frank Klawonn;Renato Coppi;9;1.0
2411;Frank Klawonn;Wojtek J Krzanowski;9;1.0
2412;Rudolf Kruse;De Carvalho, Francisco De Assis Tenhorio;9;1.0
2413;Rudolf Kruse;Jajuga, Krzysztof;9;1.0
2414;Rudolf Kruse;Riani, Marco;9;1.0
2415;Rudolf Kruse;Renato Coppi;9;1.0
2416;Rudolf Kruse;Frank Klawonn;9;1.0
2417;Rudolf Kruse;Wolfgang A. Gaul;9;1.0
2418;Rudolf Kruse;Edvin Diday;9;1.0
2419;Verde, Rosanna;Bertrand, Patrice;9;2.0
2420;Verde, Rosanna;De Carvalho, Francisco De Assis Tenhorio;9;1.0
2421;Verde, Rosanna;Lausen, Berthold;9;1.0
2422;Verde, Rosanna;McLachlan, Geoff;9;1.0
2423;Verde, Rosanna;Meulman, Jacqueline;9;1.0
2424;Verde, Rosanna;Palumbo, Francesco;9;1.0
2425;Verde, Rosanna;Rocci, Roberto;9;1.0
2426;Verde, Rosanna;Paula Brito;9;2.0
2427;Verde, Rosanna;Gilbert Saporta;9;2.0
2428;Verde, Rosanna;Adrian Raftery;9;2.0
2429;Vermunt, Jeroen;Geyer-Schulz, Andreas;9;1.0
2430;Vermunt, Jeroen;Lausen, Berthold;9;1.0
2431;Vermunt, Jeroen;McLachlan, Geoff;9;2.0
2432;Vermunt, Jeroen;Rocci, Roberto;9;1.0
2433;Vermunt, Jeroen;Tibshirani, Robert;9;1.0
2434;Vermunt, Jeroen;Van Mechelen Iven;9;1.0
2435;Vermunt, Jeroen;Gilles Celeux;9;1.0
2436;Vermunt, Jeroen;Rudolf Kruse;9;1.0
2437;Vermunt, Jeroen;Verde, Rosanna;9;1.0
2438;Vermunt, Jeroen;Vichi, Maurizio;9;1.0
2439;Vermunt, Jeroen;Wojtek J Krzanowski;9;1.0
2440;Vichi, Maurizio;Batagelj, Vladimir;9;1.0
2441;Vichi, Maurizio;Bertrand, Patrice;9;1.0
2442;Vichi, Maurizio;Bodjanova, Slavka;9;1.0
2443;Vichi, Maurizio;De Carvalho, Francisco De Assis Tenhorio;9;1.0
2444;Vichi, Maurizio;Ferligoj, Anuska;9;1.0
2445;Vichi, Maurizio;Hastie, Trevor;9;1.0
2446;Vichi, Maurizio;Hennig, Christian;9;1.0
2447;Vichi, Maurizio;Meulman, Jacqueline;9;1.0
2448;Vichi, Maurizio;Murtagh, Fionn;9;1.0
2449;Vichi, Maurizio;Riani, Marco;9;1.0
2450;Vichi, Maurizio;Steinley, Doug;9;1.0
2451;Vichi, Maurizio;Tibshirani, Robert;9;1.0
2452;Vichi, Maurizio;Frank Klawonn;9;1.0
2453;Vichi, Maurizio;Rudolf Kruse;9;1.0
2454;Vichi, Maurizio;Verde, Rosanna;9;1.0
2455;Vichi, Maurizio;Edvin Diday;9;1.0
2456;Wolfgang A. Gaul;Bertrand, Patrice;9;1.0
2457;Wolfgang A. Gaul;De Carvalho, Francisco De Assis Tenhorio;9;1.0
2458;Wolfgang A. Gaul;Ferligoj, Anuska;9;1.0
2459;Wolfgang A. Gaul;Geyer-Schulz, Andreas;9;2.0
2460;Wolfgang A. Gaul;Groenen, Patrick J.F.;9;1.0
2461;Wolfgang A. Gaul;Lausen, Berthold;9;1.0
2462;Wolfgang A. Gaul;Meulman, Jacqueline;9;1.0
2463;Wolfgang A. Gaul;Mirkin, Boris;9;1.0
2464;Wolfgang A. Gaul;Frank Klawonn;9;1.0
2465;Wolfgang A. Gaul;Rudolf Kruse;9;1.0
2466;Wojtek J Krzanowski;Kiers, Henk;9;1.0
2467;Gilbert Saporta;Braak, Cajo ter;9;1.0
2468;Gilbert Saporta;Groenen, Patrick J.F.;9;1.0
2469;Gilbert Saporta;Meulman, Jacqueline;9;1.0
2470;Gilbert Saporta;Tibshirani, Robert;9;1.0
2471;Gilbert Saporta;Paula Brito;9;1.0
2472;Gilbert Saporta;Edvin Diday;9;1.0
2473;Gilbert Saporta;Adrian Raftery;9;1.0
2474;Edvin Diday;Palumbo, Francesco;9;1.0
2475;Edvin Diday;Steinley, Doug;9;1.0
2476;Edvin Diday;Paula Brito;9;1.0
2477;Edvin Diday;Verde, Rosanna;9;1.0
2478;Edvin Diday;Vichi, Maurizio;9;1.0
2479;Edvin Diday;Gilbert Saporta;9;1.0
2480;Adrian Raftery;Bertrand, Patrice;9;1.0
2481;Adrian Raftery;Braak, Cajo ter;9;1.0
2482;Adrian Raftery;Hastie, Trevor;9;1.0
2483;Adrian Raftery;McLachlan, Geoff;9;2.0
2484;Adrian Raftery;Meulman, Jacqueline;9;1.0
2485;Adrian Raftery;Riani, Marco;9;1.0
2486;Adrian Raftery;Rocci, Roberto;9;1.0
2487;Adrian Raftery;Steinley, Doug;9;2.0
2488;Adrian Raftery;Tibshirani, Robert;9;2.0
2489;Adrian Raftery;Vermunt, Jeroen;9;2.0
2490;Adrian Raftery;Vichi, Maurizio;9;1.0
2491;Adrian Raftery;Wojtek J Krzanowski;9;1.0
2492;Batagelj, Vladimir;De Carvalho, Francisco De Assis Tenhorio;10;1.0
2493;Batagelj, Vladimir;Ferligoj, Anuska;10;5.0
2494;Batagelj, Vladimir;Groenen, Patrick J.F.;10;1.0
2495;Batagelj, Vladimir;Jajuga, Krzysztof;10;1.0
2496;Batagelj, Vladimir;Kiers, Henk;10;1.0
2497;Batagelj, Vladimir;Mirkin, Boris;10;1.0
2498;Batagelj, Vladimir;Murtagh, Fionn;10;1.0
2499;Batagelj, Vladimir;Van Mechelen Iven;10;1.0
2500;Batagelj, Vladimir;Paula Brito;10;1.0
2501;Batagelj, Vladimir;Verde, Rosanna;10;2.0
2502;Batagelj, Vladimir;Vichi, Maurizio;10;1.0
2503;Batagelj, Vladimir;Wolfgang A. Gaul;10;1.0
2504;Batagelj, Vladimir;Edvin Diday;10;1.0
2505;Bertrand, Patrice;Kiers, Henk;10;1.0
2506;Bertrand, Patrice;Gilles Celeux;10;1.0
2507;Bertrand, Patrice;Rudolf Kruse;10;1.0
2508;Bertrand, Patrice;Gilbert Saporta;10;1.0
2509;Braak, Cajo ter;McLachlan, Geoff;10;1.0
2510;Braak, Cajo ter;Tibshirani, Robert;10;2.0
2511;Braak, Cajo ter;Wojtek J Krzanowski;10;1.0
2512;De Carvalho, Francisco De Assis Tenhorio;Bertrand, Patrice;10;2.0
2513;De Carvalho, Francisco De Assis Tenhorio;Lausen, Berthold;10;1.0
2514;De Carvalho, Francisco De Assis Tenhorio;Mirkin, Boris;10;2.0
2515;De Carvalho, Francisco De Assis Tenhorio;Rocci, Roberto;10;1.0
2516;De Carvalho, Francisco De Assis Tenhorio;Van Mechelen Iven;10;1.0
2517;De Carvalho, Francisco De Assis Tenhorio;Paula Brito;10;1.0
2518;De Carvalho, Francisco De Assis Tenhorio;Gilles Celeux;10;3.0
2519;De Carvalho, Francisco De Assis Tenhorio;Verde, Rosanna;10;1.0
2520;De Carvalho, Francisco De Assis Tenhorio;Vichi, Maurizio;10;3.0
2521;De Carvalho, Francisco De Assis Tenhorio;Wolfgang A. Gaul;10;1.0
2522;De Carvalho, Francisco De Assis Tenhorio;Gilbert Saporta;10;1.0
2523;Ferligoj, Anuska;Batagelj, Vladimir;10;2.0
2524;Ferligoj, Anuska;De Carvalho, Francisco De Assis Tenhorio;10;1.0
2525;Ferligoj, Anuska;Edvin Diday;10;1.0
2526;Gorban, Alexander N;Hastie, Trevor;10;7.0
2527;Gorban, Alexander N;Tibshirani, Robert;10;6.0
2528;Groenen, Patrick J.F.;Ferligoj, Anuska;10;1.0
2529;Groenen, Patrick J.F.;Hastie, Trevor;10;5.0
2530;Groenen, Patrick J.F.;Meulman, Jacqueline;10;4.0
2531;Groenen, Patrick J.F.;Mirkin, Boris;10;1.0
2532;Groenen, Patrick J.F.;Tibshirani, Robert;10;3.0
2533;Groenen, Patrick J.F.;Van Mechelen Iven;10;1.0
2534;Groenen, Patrick J.F.;Vermunt, Jeroen;10;1.0
2535;Groenen, Patrick J.F.;Wojtek J Krzanowski;10;1.0
2536;Groenen, Patrick J.F.;Edvin Diday;10;1.0
2537;Groenen, Patrick J.F.;Adrian Raftery;10;1.0
2538;Hastie, Trevor;Braak, Cajo ter;10;1.0
2539;Hastie, Trevor;De Carvalho, Francisco De Assis Tenhorio;10;2.0
2540;Hastie, Trevor;Hennig, Christian;10;1.0
2541;Hastie, Trevor;McLachlan, Geoff;10;1.0
2542;Hastie, Trevor;Wojtek J Krzanowski;10;1.0
2543;Hastie, Trevor;Adrian Raftery;10;1.0
2544;Hennig, Christian;Batagelj, Vladimir;10;2.0
2545;Hennig, Christian;De Carvalho, Francisco De Assis Tenhorio;10;2.0
2546;Hennig, Christian;Ferligoj, Anuska;10;2.0
2547;Hennig, Christian;Groenen, Patrick J.F.;10;1.0
2548;Hennig, Christian;Hastie, Trevor;10;2.0
2549;Hennig, Christian;Hruschka, Harald;10;1.0
2550;Hennig, Christian;Kiers, Henk;10;1.0
2551;Hennig, Christian;Leisch, Friedrich;10;3.0
2552;Hennig, Christian;Makarenkov, Vladimir;10;1.0
2553;Hennig, Christian;McLachlan, Geoff;10;1.0
2554;Hennig, Christian;Meulman, Jacqueline;10;1.0
2555;Hennig, Christian;Mirkin, Boris;10;1.0
2556;Hennig, Christian;Murtagh, Fionn;10;3.0
2557;Hennig, Christian;Rocci, Roberto;10;2.0
2558;Hennig, Christian;Steinley, Doug;10;3.0
2559;Hennig, Christian;Tibshirani, Robert;10;7.0
2560;Hennig, Christian;Van Mechelen Iven;10;4.0
2561;Hennig, Christian;Paula Brito;10;1.0
2562;Hennig, Christian;Gilles Celeux;10;2.0
2563;Hennig, Christian;Vichi, Maurizio;10;1.0
2564;Hennig, Christian;Wolfgang A. Gaul;10;2.0
2565;Hennig, Christian;Wojtek J Krzanowski;10;1.0
2566;Hennig, Christian;Adrian Raftery;10;3.0
2567;Hruschka, Harald;Gilles Celeux;10;1.0
2568;Hruschka, Harald;Adrian Raftery;10;2.0
2569;Jajuga, Krzysztof;Groenen, Patrick J.F.;10;1.0
2570;Jajuga, Krzysztof;Kiers, Henk;10;1.0
2571;Jajuga, Krzysztof;McLachlan, Geoff;10;1.0
2572;Jajuga, Krzysztof;Van Mechelen Iven;10;1.0
2573;Jajuga, Krzysztof;Vichi, Maurizio;10;1.0
2574;Jajuga, Krzysztof;Wolfgang A. Gaul;10;1.0
2575;Kiers, Henk;Hastie, Trevor;10;2.0
2576;Kiers, Henk;Mirkin, Boris;10;1.0
2577;Kiers, Henk;Tibshirani, Robert;10;3.0
2578;Kiers, Henk;Van Mechelen Iven;10;6.0
2579;Kuntz, Pascale;Lausen, Berthold;10;2.0
2580;Kuntz, Pascale;Edvin Diday;10;1.0
2581;Lausen, Berthold;Leisch, Friedrich;10;3.0
2582;Lausen, Berthold;McLachlan, Geoff;10;2.0
2583;Lausen, Berthold;Tibshirani, Robert;10;1.0
2584;Lausen, Berthold;Gilles Celeux;10;2.0
2585;Lausen, Berthold;Adrian Raftery;10;3.0
2586;Leisch, Friedrich;Braak, Cajo ter;10;1.0
2587;Leisch, Friedrich;Hastie, Trevor;10;7.0
2588;Leisch, Friedrich;Hennig, Christian;10;1.0
2589;Leisch, Friedrich;McLachlan, Geoff;10;1.0
2590;Leisch, Friedrich;Steinley, Doug;10;1.0
2591;Leisch, Friedrich;Tibshirani, Robert;10;6.0
2592;Leisch, Friedrich;Van Mechelen Iven;10;1.0
2593;Leisch, Friedrich;Paula Brito;10;1.0
2594;Leisch, Friedrich;Gilles Celeux;10;2.0
2595;Leisch, Friedrich;Vermunt, Jeroen;10;2.0
2596;Leisch, Friedrich;Gilbert Saporta;10;1.0
2597;Leisch, Friedrich;Adrian Raftery;10;3.0
2598;Makarenkov, Vladimir;Bertrand, Patrice;10;1.0
2599;Makarenkov, Vladimir;De Carvalho, Francisco De Assis Tenhorio;10;1.0
2600;Makarenkov, Vladimir;Hennig, Christian;10;2.0
2601;Makarenkov, Vladimir;Lausen, Berthold;10;1.0
2602;Makarenkov, Vladimir;Mirkin, Boris;10;3.0
2603;Makarenkov, Vladimir;Murtagh, Fionn;10;1.0
2604;Makarenkov, Vladimir;Steinley, Doug;10;3.0
2605;Makarenkov, Vladimir;Paula Brito;10;1.0
2606;Makarenkov, Vladimir;Adrian Raftery;10;1.0
2607;McLachlan, Geoff;Braak, Cajo ter;10;1.0
2608;McLachlan, Geoff;Hastie, Trevor;10;4.0
2609;McLachlan, Geoff;Kiers, Henk;10;1.0
2610;McLachlan, Geoff;Leisch, Friedrich;10;7.0
2611;McLachlan, Geoff;Rocci, Roberto;10;1.0
2612;McLachlan, Geoff;Tibshirani, Robert;10;11.0
2613;McLachlan, Geoff;Gilles Celeux;10;9.0
2614;McLachlan, Geoff;Vichi, Maurizio;10;2.0
2615;McLachlan, Geoff;Adrian Raftery;10;9.0
2616;Meulman, Jacqueline;De Carvalho, Francisco De Assis Tenhorio;10;1.0
2617;Meulman, Jacqueline;Groenen, Patrick J.F.;10;1.0
2618;Meulman, Jacqueline;Hastie, Trevor;10;1.0
2619;Meulman, Jacqueline;Kiers, Henk;10;1.0
2620;Meulman, Jacqueline;Tibshirani, Robert;10;3.0
2621;Meulman, Jacqueline;Wojtek J Krzanowski;10;1.0
2622;Mirkin, Boris;Hastie, Trevor;10;1.0
2623;Mirkin, Boris;Hennig, Christian;10;1.0
2624;Mirkin, Boris;Lausen, Berthold;10;1.0
2625;Mirkin, Boris;Makarenkov, Vladimir;10;2.0
2626;Mirkin, Boris;Murtagh, Fionn;10;2.0
2627;Mirkin, Boris;Steinley, Doug;10;3.0
2628;Mirkin, Boris;Tibshirani, Robert;10;1.0
2629;Mirkin, Boris;Van Mechelen Iven;10;1.0
2630;Mirkin, Boris;Alain Guenoche;10;1.0
2631;Mirkin, Boris;Adrian Raftery;10;2.0
2632;Murtagh, Fionn;Batagelj, Vladimir;10;2.0
2633;Murtagh, Fionn;Bertrand, Patrice;10;1.0
2634;Murtagh, Fionn;De Carvalho, Francisco De Assis Tenhorio;10;1.0
2635;Murtagh, Fionn;Ferligoj, Anuska;10;1.0
2636;Murtagh, Fionn;Groenen, Patrick J.F.;10;1.0
2637;Murtagh, Fionn;Hastie, Trevor;10;1.0
2638;Murtagh, Fionn;Hennig, Christian;10;2.0
2639;Murtagh, Fionn;Hruschka, Harald;10;1.0
2640;Murtagh, Fionn;Kiers, Henk;10;1.0
2641;Murtagh, Fionn;Leisch, Friedrich;10;1.0
2642;Murtagh, Fionn;Makarenkov, Vladimir;10;1.0
2643;Murtagh, Fionn;McLachlan, Geoff;10;2.0
2644;Murtagh, Fionn;Meulman, Jacqueline;10;1.0
2645;Murtagh, Fionn;Mirkin, Boris;10;3.0
2646;Murtagh, Fionn;Rocci, Roberto;10;1.0
2647;Murtagh, Fionn;Steinley, Doug;10;2.0
2648;Murtagh, Fionn;Tibshirani, Robert;10;1.0
2649;Murtagh, Fionn;Van Mechelen Iven;10;1.0
2650;Murtagh, Fionn;Paula Brito;10;1.0
2651;Murtagh, Fionn;Gilles Celeux;10;1.0
2652;Murtagh, Fionn;Vichi, Maurizio;10;1.0
2653;Murtagh, Fionn;Wolfgang A. Gaul;10;1.0
2654;Murtagh, Fionn;Gilbert Saporta;10;1.0
2655;Murtagh, Fionn;Adrian Raftery;10;2.0
2656;Palumbo, Francesco;Bertrand, Patrice;10;1.0
2657;Palumbo, Francesco;De Carvalho, Francisco De Assis Tenhorio;10;1.0
2658;Palumbo, Francesco;Hastie, Trevor;10;1.0
2659;Palumbo, Francesco;Kiers, Henk;10;1.0
2660;Palumbo, Francesco;Kuntz, Pascale;10;1.0
2661;Palumbo, Francesco;McLachlan, Geoff;10;1.0
2662;Palumbo, Francesco;Mirkin, Boris;10;1.0
2663;Palumbo, Francesco;Murtagh, Fionn;10;1.0
2664;Palumbo, Francesco;Rocci, Roberto;10;1.0
2665;Palumbo, Francesco;Steinley, Doug;10;1.0
2666;Palumbo, Francesco;Vermunt, Jeroen;10;1.0
2667;Palumbo, Francesco;Gilbert Saporta;10;1.0
2668;Palumbo, Francesco;Adrian Raftery;10;1.0
2669;Riani, Marco;Hennig, Christian;10;4.0
2670;Riani, Marco;Lausen, Berthold;10;2.0
2671;Riani, Marco;McLachlan, Geoff;10;3.0
2672;Riani, Marco;Rocci, Roberto;10;1.0
2673;Riani, Marco;Steinley, Doug;10;1.0
2674;Riani, Marco;Gilles Celeux;10;2.0
2675;Riani, Marco;Vichi, Maurizio;10;1.0
2676;Riani, Marco;Adrian Raftery;10;3.0
2677;Rocci, Roberto;De Carvalho, Francisco De Assis Tenhorio;10;1.0
2678;Rocci, Roberto;Groenen, Patrick J.F.;10;1.0
2679;Rocci, Roberto;Hennig, Christian;10;3.0
2680;Rocci, Roberto;Hruschka, Harald;10;1.0
2681;Rocci, Roberto;Kiers, Henk;10;3.0
2682;Rocci, Roberto;Lausen, Berthold;10;1.0
2683;Rocci, Roberto;Leisch, Friedrich;10;1.0
2684;Rocci, Roberto;Makarenkov, Vladimir;10;1.0
2685;Rocci, Roberto;McLachlan, Geoff;10;8.0
2686;Rocci, Roberto;Meulman, Jacqueline;10;1.0
2687;Rocci, Roberto;Mirkin, Boris;10;1.0
2688;Rocci, Roberto;Murtagh, Fionn;10;1.0
2689;Rocci, Roberto;Palumbo, Francesco;10;1.0
2690;Rocci, Roberto;Steinley, Doug;10;1.0
2691;Rocci, Roberto;Tibshirani, Robert;10;3.0
2692;Rocci, Roberto;Van Mechelen Iven;10;2.0
2693;Rocci, Roberto;Paula Brito;10;1.0
2694;Rocci, Roberto;Gilles Celeux;10;4.0
2695;Rocci, Roberto;Renato Coppi;10;1.0
2696;Rocci, Roberto;Vermunt, Jeroen;10;2.0
2697;Rocci, Roberto;Vichi, Maurizio;10;2.0
2698;Rocci, Roberto;Adrian Raftery;10;7.0
2699;Steinley, Doug;Batagelj, Vladimir;10;1.0
2700;Steinley, Doug;Ferligoj, Anuska;10;1.0
2701;Steinley, Doug;Groenen, Patrick J.F.;10;2.0
2702;Steinley, Doug;Hastie, Trevor;10;1.0
2703;Steinley, Doug;Hennig, Christian;10;1.0
2704;Steinley, Doug;Kiers, Henk;10;1.0
2705;Steinley, Doug;McLachlan, Geoff;10;6.0
2706;Steinley, Doug;Meulman, Jacqueline;10;3.0
2707;Steinley, Doug;Mirkin, Boris;10;1.0
2708;Steinley, Doug;Murtagh, Fionn;10;1.0
2709;Steinley, Doug;Tibshirani, Robert;10;2.0
2710;Steinley, Doug;Van Mechelen Iven;10;3.0
2711;Steinley, Doug;Paula Brito;10;1.0
2712;Steinley, Doug;Gilles Celeux;10;4.0
2713;Steinley, Doug;Vermunt, Jeroen;10;3.0
2714;Steinley, Doug;Vichi, Maurizio;10;1.0
2715;Steinley, Doug;Wolfgang A. Gaul;10;2.0
2716;Steinley, Doug;Wojtek J Krzanowski;10;2.0
2717;Steinley, Doug;Adrian Raftery;10;6.0
2718;Tibshirani, Robert;McLachlan, Geoff;10;1.0
2719;Tibshirani, Robert;Murtagh, Fionn;10;1.0
2720;Tibshirani, Robert;Wojtek J Krzanowski;10;1.0
2721;Tibshirani, Robert;Adrian Raftery;10;1.0
2722;Van Mechelen Iven;Groenen, Patrick J.F.;10;1.0
2723;Van Mechelen Iven;Hastie, Trevor;10;1.0
2724;Van Mechelen Iven;Hennig, Christian;10;1.0
2725;Van Mechelen Iven;Kiers, Henk;10;1.0
2726;Van Mechelen Iven;Leisch, Friedrich;10;1.0
2727;Van Mechelen Iven;McLachlan, Geoff;10;1.0
2728;Van Mechelen Iven;Meulman, Jacqueline;10;2.0
2729;Van Mechelen Iven;Steinley, Doug;10;4.0
2730;Van Mechelen Iven;Tibshirani, Robert;10;2.0
2731;Van Mechelen Iven;Vermunt, Jeroen;10;2.0
2732;Van Mechelen Iven;Vichi, Maurizio;10;1.0
2733;Van Mechelen Iven;Wojtek J Krzanowski;10;1.0
2734;Paula Brito;Bertrand, Patrice;10;1.0
2735;Paula Brito;Hruschka, Harald;10;1.0
2736;Paula Brito;Jajuga, Krzysztof;10;1.0
2737;Paula Brito;Kiers, Henk;10;2.0
2738;Paula Brito;McLachlan, Geoff;10;1.0
2739;Paula Brito;Palumbo, Francesco;10;3.0
2740;Paula Brito;Tibshirani, Robert;10;1.0
2741;Paula Brito;Gilles Celeux;10;1.0
2742;Paula Brito;Vichi, Maurizio;10;1.0
2743;Paula Brito;Adrian Raftery;10;1.0
2744;Gilles Celeux;Hennig, Christian;10;1.0
